2503,3036,2805
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
1644,0,6,0,0,0,0,6,0,5,349,45,2055
0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,0,4,6,11
1,0,0,0,0,0,0,0,0,0,1,0,2
1,0,0,0,1,0,0,0,1,1,9,2,15
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,1,0,1,2,0,5,4,16
0,0,0,0,0,0,0,0,0,0,2,0,2
0,0,0,0,0,0,0,0,1,3,0,2,6
64,0,1,2,4,0,0,2,13,0,89(11),28,203
53,0,0,1,0,0,0,0,1,0,3,122,180
New methods in new AOSP,New methods in proprietary,New methods in both
719,514,2(1)
